Mesh,Pressure,Area_start,Area_end,Width_start,Width_end,Length_start,Length_end,Volume_1_start,Volume_2_start,Volume_1_end,Volume_2_end,Pore_width_start,Pore_width_end,Pore_height_start,Pore_height_end,Min_diameter_start,Min_diameter_end
3_2,0.51,20.78,33.91,0,0,0,0,3754.81,3657.4,4430.16,4338.68,2.7,4.4,8.5,9.5,2.7,4.4
3_2,0.61,20.78,34.41,0,0,0,0,3754.81,3657.4,4485.28,4392.37,2.7,4.4,8.5,9.5,2.7,4.4
3_2,0.71,20.78,34.87,0,0,0,0,3754.81,3657.4,4539.31,4444.05,2.7,4.5,8.5,9.6,2.7,4.5
3_2,0.81,20.78,35.28,0,0,0,0,3754.81,3657.4,4591.82,4494.3,2.7,4.5,8.5,9.6,2.7,4.5
3_2,0.91,20.78,35.61,0,0,0,0,3754.81,3657.4,4642.14,4543.51,2.7,4.5,8.5,9.6,2.7,4.5
3_3,0.01,6.81,8.15,0,0,0,0,3531.43,3736.69,3766.18,3922.51,1.5,1.9,5.3,5.8,1.5,1.9
3_3,0.11,6.81,9.8,0,0,0,0,3531.43,3736.69,3983.88,4101.07,1.5,2.2,5.3,5.9,1.5,2.2
3_3,0.21,6.81,10.62,0,0,0,0,3531.43,3736.69,4068.54,4176.77,1.5,2.4,5.3,5.9,1.5,2.4
3_3,0.31,6.81,11.11,0,0,0,0,3531.43,3736.69,4138.19,4243.38,1.5,2.5,5.3,6,1.5,2.5
3_3,0.41,6.81,11.49,0,0,0,0,3531.43,3736.69,4200.17,4302.72,1.5,2.5,5.3,6.1,1.5,2.5
3_3,0.51,6.81,11.78,0,0,0,0,3531.43,3736.69,4256.6,4358.08,1.5,2.6,5.3,6.1,1.5,2.6
3_3,0.61,6.81,12,0,0,0,0,3531.43,3736.69,4311.13,4410.73,1.5,2.6,5.3,6.2,1.5,2.6
3_3,0.71,6.81,12.16,0,0,0,0,3531.43,3736.69,4362.72,4462.02,1.5,2.6,5.3,6,1.5,2.6
3_3,0.81,6.81,12.31,0,0,0,0,3531.43,3736.69,4412.72,4512.05,1.5,2.7,5.3,6,1.5,2.7
3_3,0.91,6.81,12.5,0,0,0,0,3531.43,3736.69,4461.93,4561.27,1.5,2.7,5.3,6.1,1.5,2.7
3_4,0.01,23.35,27.49,0,0,0,0,3748.51,3814.46,3900.64,4000.99,2.9,3.6,10,9.6,2.9,3.6
3_4,0.11,23.35,32.5,0,0,0,0,3748.51,3814.46,4102.22,4184.78,2.9,4.1,10,10,2.9,4.1
3_4,0.21,23.35,34.35,0,0,0,0,3748.51,3814.46,4172.69,4265.76,2.9,4.3,10,10.2,2.9,4.3
3_4,0.31,23.35,35.56,0,0,0,0,3748.51,3814.46,4232.82,4332.08,2.9,4.4,10,10.2,2.9,4.4
3_4,0.41,23.35,36.27,0,0,0,0,3748.51,3814.46,4288.89,4391.02,2.9,4.5,10,10.3,2.9,4.5
3_4,0.51,23.35,37.07,0,0,0,0,3748.51,3814.46,4340.08,4446.84,2.9,4.6,10,10.3,2.9,4.6
3_4,0.61,23.35,37.42,0,0,0,0,3748.51,3814.46,4389.84,4501.05,2.9,4.6,10,10.3,2.9,4.6
3_4,0.71,23.35,37.91,0,0,0,0,3748.51,3814.46,4438.64,4551.72,2.9,4.6,10,10.4,2.9,4.6
3_4,0.81,23.35,38.22,0,0,0,0,3748.51,3814.46,4485.95,4601.31,2.9,4.6,10,10.4,2.9,4.6
3_4,0.91,23.35,38.57,0,0,0,0,3748.51,3814.46,4532.75,4649.86,2.9,4.6,10,10.4,2.9,4.6
3_6,0.01,36.18,42.49,0,0,0,0,4294.66,4244.57,4593.75,4527.71,3.8,4.7,10.1,10.3,3.8,4.7
3_6,0.11,36.18,49.25,0,0,0,0,4294.66,4244.57,4868.48,4793.39,3.8,5.3,10.1,10.8,3.8,5.3
3_6,0.21,36.18,51.99,0,0,0,0,4294.66,4244.57,4959.23,4891.16,3.8,5.5,10.1,11,3.8,5.5
3_6,0.31,36.18,53.67,0,0,0,0,4294.66,4244.57,5031.57,4966.89,3.8,5.6,10.1,11.2,3.8,5.6
3_6,0.41,36.18,54.86,0,0,0,0,4294.66,4244.57,5098.61,5034.43,3.8,5.7,10.1,11.4,3.8,5.7
3_6,0.51,36.18,55.63,0,0,0,0,4294.66,4244.57,5162.49,5098.56,3.8,5.7,10.1,11.4,3.8,5.7
3_6,0.61,36.18,56.38,0,0,0,0,4294.66,4244.57,5223.52,5160.81,3.8,5.7,10.1,11.5,3.8,5.7
3_6,0.71,36.18,56.92,0,0,0,0,4294.66,4244.57,5283.17,5220.95,3.8,5.8,10.1,11.6,3.8,5.8
3_6,0.81,36.18,57.47,0,0,0,0,4294.66,4244.57,5341.91,5279.95,3.8,5.8,10.1,11.6,3.8,5.8
3_6,0.91,36.18,57.85,0,0,0,0,4294.66,4244.57,5400.06,5337.91,3.8,5.8,10.1,11.7,3.8,5.8
3_7,0.01,21.92,24.87,0,0,0,0,3581.47,4073.96,3655.32,4287.25,3,3.6,9.4,9,3,3.6
3_7,0.11,21.92,28.47,0,0,0,0,3581.47,4073.96,3780.63,4484.1,3,4,9.4,9.4,3,4
3_7,0.21,21.92,29.94,0,0,0,0,3581.47,4073.96,3841.29,4567.34,3,4.1,9.4,9.5,3,4.1
3_7,0.31,21.92,31.02,0,0,0,0,3581.47,4073.96,3893.59,4635.06,3,4.2,9.4,9.6,3,4.2
3_7,0.41,21.92,31.79,0,0,0,0,3581.47,4073.96,3941.04,4696.37,3,4.3,9.4,9.7,3,4.3
3_7,0.51,21.92,32.37,0,0,0,0,3581.47,4073.96,3985.05,4755.52,3,4.3,9.4,9.7,3,4.3
3_7,0.61,21.92,32.8,0,0,0,0,3581.47,4073.96,4027.68,4811.78,3,4.3,9.4,9.8,3,4.3
3_7,0.71,21.92,33.08,0,0,0,0,3581.47,4073.96,4069.07,4866.62,3,4.3,9.4,9.8,3,4.3
3_7,0.81,21.92,33.43,0,0,0,0,3581.47,4073.96,4109.6,4920.2,3,4.4,9.4,9.9,3,4.4
3_7,0.91,21.92,33.64,0,0,0,0,3581.47,4073.96,4149.47,4972.57,3,4.4,9.4,10,3,4.4
