Mesh ID,Cross-section type,Pressure (MPa),Aspect Ratio,Pore Area (um^2)
idealised_final_2_3,circular,1.3,[np.float64(0.9457927836714035)],72.6644
idealised_final_1_8,circular,0.0,[np.float64(1.0035014434957386)],65.9449
idealised_final_3_6,circular,0.6,[np.float64(1.0274011950389983)],40.707300000000004
idealised_final_3_4,oval,0.3,[np.float64(1.0585853962271103)],26.1427
idealised_final_1_5,oval,1.3,[np.float64(1.1007306406116506)],57.2236
idealised_final_2_1,circular,0.1,[np.float64(0.9931169213483589)],73.3876
idealised_final_2_1,oval,0.6,[np.float64(1.163106859524601)],78.396
idealised_final_2_7,circular,1.9,[np.float64(1.0660244899922646)],51.24900000000001
idealised_final_2_3,oval,1.2,[np.float64(1.098093689822753)],81.8728
idealised_final_2_1,circular,1.9,[np.float64(0.9419963281567925)],71.1424
idealised_final_2_3,circular,0.7,[np.float64(0.9604788153698166)],73.658
idealised_final_2_7,oval,0.9,[np.float64(1.129604186386614)],58.828900000000004
idealised_final_2_7,circular,1.2,[np.float64(1.0516550286187896)],51.666500000000006
idealised_final_2_3,circular,2.0,[np.float64(0.937136737888155)],71.7047
idealised_final_1_6,oval,0.0,[np.float64(1.462192004271801)],53.4819
idealised_final_1_5,oval,1.8,[np.float64(1.0685693352261139)],58.006800000000005
idealised_final_2_6a,oval,1.7,[np.float64(1.1138198893599733)],24.783600000000003
idealised_final_2_7,circular,0.1,[np.float64(1.007080344993793)],50.775600000000004
idealised_final_3_7,oval,0.2,[np.float64(1.6439432052318272)],28.7239
idealised_final_1_5,oval,0.5,[np.float64(1.2102297811635165)],54.81190000000001
idealised_final_1_3,oval,0.7,[np.float64(1.1760922055573844)],49.617200000000004
idealised_final_2_6a,circular,1.0,[np.float64(0.9369970018400381)],20.6198
idealised_final_1_8,oval,1.8,[np.float64(1.0019945051881634)],69.1991
idealised_final_1_8,circular,1.7,[np.float64(0.9365959454335644)],64.2018
idealised_final_2_6a,oval,0.7,[np.float64(1.2329662295404213)],23.643600000000003
idealised_final_3_7,circular,1.6,[np.float64(1.0712082063464923)],24.309
idealised_final_3_2,circular,1.4,[np.float64(1.075087418664221)],22.506500000000003
idealised_final_1_3,oval,1.7,[np.float64(1.078534437860237)],51.498599999999996
idealised_final_2_3,circular,0.6,[np.float64(0.9641242606126205)],73.7958
idealised_final_3_7,circular,1.3,[np.float64(1.0626032967283137)],24.5312
idealised_final_3_6,oval,0.3,[np.float64(1.5630703040633123)],50.3008
idealised_final_2_6a,circular,1.9,[np.float64(0.9141288208687371)],19.6923
idealised_final_3_7,oval,0.5,[np.float64(1.444430480236187)],31.3079
idealised_final_3_4,circular,1.0,[np.float64(1.0538085785894182)],25.3444
idealised_final_3_2,circular,1.1,[np.float64(1.064534410787706)],22.7936
idealised_final_3_7,oval,0.3,[np.float64(1.5531387686860647)],29.761
idealised_final_3_4,oval,1.1,[np.float64(1.00731905507396)],26.7601
idealised_final_1_5,circular,1.0,[np.float64(0.9404177558397223)],49.1587
idealised_final_1_5,circular,0.2,[np.float64(0.9838039047034279)],50.072900000000004
idealised_final_2_6a,oval,1.3,[np.float64(1.1471867360111054)],24.4364
idealised_final_3_4,oval,0.2,[np.float64(1.0733993673588107)],25.7431
idealised_final_2_7,circular,0.0,[np.float64(1.0164689506595974)],49.6499
idealised_final_2_1,oval,1.7,[np.float64(1.067682065390465)],81.56020000000001
idealised_final_1_4,circular,0.5,[np.float64(0.9697775944748388)],43.71730000000001
idealised_final_1_8,circular,0.4,[np.float64(0.9729826092212269)],66.031
idealised_final_1_8,circular,1.2,[np.float64(0.9449195832612745)],64.9676
idealised_final_1_6,circular,0.3,[np.float64(0.9872341648639676)],55.7288
idealised_final_2_1,circular,0.7,[np.float64(0.9630084717970702)],72.8104
idealised_final_2_1,oval,0.8,[np.float64(1.135823967573705)],79.2562
